wstudent_id,question_id,score,max_score
S0117,Q4,6,10
S0117,Q5,8,10
S0117,Q6,7,10
S0117,Q7,3,10
S0117,Q8,4,10
S0117,Q9,6,10
S0117,Q10,8,10
S0118,Q1,5,10
S0118,Q2,8,10
S0118,Q3,2,10
S0118,Q4,2,10
S0118,Q5,2,10
S0118,Q6,5,10
S0118,Q7,8,10
S0118,Q8,2,10
S0118,Q9,8,10
S0118,Q10,6,10
S0119,Q1,4,10
S0119,Q2,0,10
S0119,Q3,8,10
S0119,Q4,9,10
S0119,Q5,6,10
S0119,Q6,6,10
S0119,Q7,1,10
S0119,Q8,7,10
S0119,Q9,7,10
S0119,Q10,4,10
S0120,Q1,5,10
S0120,Q2,7,10
S0120,Q3,0,10
S0120,Q4,5,10
S0120,Q5,5,10
S0120,Q6,8,10
S0120,Q7,5,10
S0120,Q8,6,10
S0120,Q9,2,10
S0120,Q10,2,10
S0121,Q1,6,10
S0121,Q2,4,10
S0121,Q3,1,10
S0121,Q4,9,10
S0121,Q5,5,10
S0121,Q6,4,10
S0121,Q7,5,10
S0121,Q8,4,10
S0121,Q9,2,10
S0121,Q10,6,10
S0122,Q1,8,10
S0122,Q2,7,10
S0122,Q3,4,10
S0122,Q4,7,10
S0122,Q5,3,10
S0122,Q6,1,10
S0122,Q7,2,10
S0122,Q8,4,10
S0122,Q9,3,10
S0122,Q10,2,10
S0123,Q1,3,10
S0123,Q2,7,10
S0123,Q3,2,10
S0123,Q4,5,10
S0123,Q5,6,10
S0123,Q6,5,10
S0123,Q7,1,10
S0123,Q8,8,10
S0123,Q9,1,10
S0123,Q10,1,10
S0124,Q1,5,10
S0124,Q2,7,10
S0124,Q3,7,10
S0124,Q4,7,10
S0124,Q5,0,10
S0124,Q6,8,10
S0124,Q7,8,10
S0124,Q8,4,10
S0124,Q9,3,10
S0124,Q10,2,10
S0125,Q1,0,10
S0125,Q2,5,10
S0125,Q3,2,10
S0125,Q4,4,10
S0125,Q5,0,10
S0125,Q6,8,10
S0125,Q7,2,10
S0125,Q8,8,10
S0125,Q9,5,10
S0125,Q10,1,10
S0126,Q1,4,10
S0126,Q2,5,10
S0126,Q3,3,10
S0126,Q4,2,10
S0126,Q5,5,10
S0126,Q6,8,10
S0126,Q7,4,10
S0126,Q8,2,10
S0126,Q9,6,10
S0126,Q10,5,10
S0127,Q1,0,10
S0127,Q2,5,10
S0127,Q3,7,10
S0127,Q4,7,10
S0127,Q5,1,10
S0127,Q6,6,10
S0127,Q7,5,10
S0127,Q8,3,10
S0127,Q9,4,10
S0127,Q10,4,10
S0128,Q1,5,10
S0128,Q2,9,10
S0128,Q3,8,10
S0128,Q4,3,10
S0128,Q5,6,10
S0128,Q6,2,10
S0128,Q7,1,10
S0128,Q8,3,10
S0128,Q9,8,10
S0128,Q10,0,10
S0129,Q1,4,10
S0129,Q2,8,10
S0129,Q3,3,10
S0129,Q4,4,10
S0129,Q5,8,10
S0129,Q6,6,10
S0129,Q7,7,10
S0129,Q8,7,10
S0129,Q9,1,10
S0129,Q10,2,10
S0130,Q1,9,10
S0130,Q2,2,10
S0130,Q3,2,10
S0130,Q4,6,10
S0130,Q5,0,10
S0130,Q6,3,10
S0130,Q7,5,10
S0130,Q8,4,10
S0130,Q9,4,10
S0130,Q10,5,10
S0131,Q1,2,10
S0131,Q2,2,10
S0131,Q3,6,10
S0131,Q4,4,10
S0131,Q5,9,10
S0131,Q6,5,10
S0131,Q7,1,10
S0131,Q8,7,10
S0131,Q9,4,10
S0131,Q10,7,10
S0132,Q1,4,10
S0132,Q2,6,10
S0132,Q3,7,10
S0132,Q4,4,10
S0132,Q5,8,10
S0132,Q6,7,10
S0132,Q7,4,10
S0132,Q8,5,10
S0132,Q9,2,10
S0132,Q10,9,10
S0133,Q1,2,10
S0133,Q2,6,10
S0133,Q3,7,10
S0133,Q4,3,10
S0133,Q5,3,10
S0133,Q6,7,10
S0133,Q7,6,10
S0133,Q8,3,10
S0133,Q9,5,10
S0133,Q10,0,10
S0134,Q1,3,10
S0134,Q2,9,10
S0134,Q3,6,10
S0134,Q4,8,10
S0134,Q5,5,10
S0134,Q6,2,10
S0134,Q7,5,10
S0134,Q8,1,10
S0134,Q9,3,10
S0134,Q10,3,10
S0135,Q1,3,10
S0135,Q2,8,10
S0135,Q3,5,10
S0135,Q4,3,10
S0135,Q5,7,10
S0135,Q6,7,10
S0135,Q7,7,10
S0135,Q8,4,10
S0135,Q9,3,10
S0135,Q10,5,10
S0136,Q1,1,10
S0136,Q2,6,10
S0136,Q3,2,10
S0136,Q4,6,10
S0136,Q5,7,10
S0136,Q6,5,10
S0136,Q7,7,10
S0136,Q8,2,10
S0136,Q9,1,10
S0136,Q10,5,10
S0137,Q1,5,10
S0137,Q2,7,10
S0137,Q3,0,10
S0137,Q4,1,10
S0137,Q5,5,10
S0137,Q6,5,10
S0137,Q7,7,10
S0137,Q8,9,10
S0137,Q9,8,10
S0137,Q10,1,10
S0138,Q1,6,10
S0138,Q2,5,10
S0138,Q3,0,10
S0138,Q4,9,10
S0138,Q5,2,10
S0138,Q6,3,10
S0138,Q7,6,10
S0138,Q8,1,10
S0138,Q9,5,10
S0138,Q10,3,10
S0139,Q1,6,10
S0139,Q2,1,10
S0139,Q3,3,10
S0139,Q4,7,10
S0139,Q5,2,10
S0139,Q6,5,10
S0139,Q7,2,10
S0139,Q8,4,10
S0139,Q9,3,10
S0139,Q10,7,10
S0140,Q1,9,10
S0140,Q2,3,10
S0140,Q3,6,10
S0140,Q4,2,10
S0140,Q5,4,10
S0140,Q6,5,10
S0140,Q7,2,10
S0140,Q8,6,10
S0140,Q9,8,10
S0140,Q10,3,10
S0141,Q1,2,10
S0141,Q2,6,10
S0141,Q3,5,10
S0141,Q4,7,10
S0141,Q5,1,10
S0141,Q6,4,10
S0141,Q7,3,10
S0141,Q8,5,10
S0141,Q9,5,10
S0141,Q10,8,10
S0142,Q1,4,10
S0142,Q2,5,10
S0142,Q3,7,10
S0142,Q4,4,10
S0142,Q5,7,10
S0142,Q6,2,10
S0142,Q7,0,10
S0142,Q8,2,10
S0142,Q9,4,10
S0142,Q10,4,10
S0143,Q1,1,10
S0143,Q2,6,10
S0143,Q3,4,10
S0143,Q4,9,10
S0143,Q5,5,10
S0143,Q6,5,10
S0143,Q7,3,10
S0143,Q8,6,10
S0143,Q9,4,10
S0143,Q10,3,10
S0144,Q1,3,10
S0144,Q2,6,10
S0144,Q3,9,10
S0144,Q4,2,10
S0144,Q5,6,10
S0144,Q6,5,10
S0144,Q7,5,10
S0144,Q8,1,10
S0144,Q9,1,10
S0144,Q10,4,10
S0145,Q1,0,10
S0145,Q2,7,10
S0145,Q3,2,10
S0145,Q4,2,10
S0145,Q5,7,10
S0145,Q6,3,10
S0145,Q7,4,10
S0145,Q8,4,10
S0145,Q9,7,10
S0145,Q10,4,10
S0146,Q1,6,10
S0146,Q2,6,10
S0146,Q3,1,10
S0146,Q4,2,10
S0146,Q5,7,10
S0146,Q6,2,10
S0146,Q7,2,10
S0146,Q8,7,10
S0146,Q9,3,10
S0146,Q10,2,10
S0147,Q1,4,10
S0147,Q2,7,10
S0147,Q3,9,10
S0147,Q4,4,10
S0147,Q5,2,10
S0147,Q6,0,10
S0147,Q7,3,10
S0147,Q8,4,10
S0147,Q9,8,10
S0147,Q10,3,10
S0148,Q1,4,10
S0148,Q2,6,10
S0148,Q3,8,10
S0148,Q4,5,10
S0148,Q5,2,10
S0148,Q6,1,10
S0148,Q7,7,10
S0148,Q8,4,10
S0148,Q9,5,10
S0148,Q10,5,10
S0149,Q1,2,10
S0149,Q2,1,10
S0149,Q3,5,10
S0149,Q4,8,10
S0149,Q5,2,10
S0149,Q6,6,10
S0149,Q7,2,10
S0149,Q8,2,10
S0149,Q9,1,10
S0149,Q10,6,10
S0150,Q1,3,10
S0150,Q2,4,10
S0150,Q3,7,10
S0150,Q4,4,10
S0150,Q5,2,10
S0150,Q6,8,10
S0150,Q7,2,10
S0150,Q8,4,10
S0150,Q9,3,10
S0150,Q10,4,10
S0151,Q1,3,10
S0151,Q2,6,10
S0151,Q3,2,10
S0151,Q4,7,10
S0151,Q5,3,10
S0151,Q6,8,10
S0151,Q7,4,10
S0151,Q8,2,10
S0151,Q9,1,10
S0151,Q10,4,10
S0152,Q1,4,10
S0152,Q2,4,10
S0152,Q3,2,10
S0152,Q4,8,10
S0152,Q5,3,10
S0152,Q6,3,10
S0152,Q7,1,10
S0152,Q8,7,10
S0152,Q9,6,10
S0152,Q10,7,10
S0153,Q1,5,10
S0153,Q2,3,10
S0153,Q3,6,10
S0153,Q4,7,10
S0153,Q5,8,10
S0153,Q6,4,10
S0153,Q7,6,10
S0153,Q8,4,10
S0153,Q9,1,10
S0153,Q10,9,10
S0154,Q1,6,10
S0154,Q2,7,10
S0154,Q3,5,10
S0154,Q4,5,10
S0154,Q5,4,10
S0154,Q6,1,10
S0154,Q7,7,10
S0154,Q8,4,10
S0154,Q9,4,10
S0154,Q10,0,10
S0155,Q1,7,10
S0155,Q2,5,10
S0155,Q3,4,10
S0155,Q4,9,10
S0155,Q5,4,10
S0155,Q6,8,10
S0155,Q7,3,10
S0155,Q8,2,10
S0155,Q9,4,10
S0155,Q10,7,10
S0156,Q1,5,10
S0156,Q2,2,10
S0156,Q3,8,10
S0156,Q4,8,10
S0156,Q5,4,10
S0156,Q6,5,10
S0156,Q7,4,10
S0156,Q8,7,10
S0156,Q9,7,10
S0156,Q10,8,10
S0157,Q1,8,10
S0157,Q2,5,10
S0157,Q3,8,10
S0157,Q4,0,10
S0157,Q5,3,10
S0157,Q6,8,10
S0157,Q7,3,10
S0157,Q8,2,10
S0157,Q9,5,10
S0157,Q10,3,10
S0158,Q1,0,10
S0158,Q2,8,10
S0158,Q3,7,10
S0158,Q4,9,10
S0158,Q5,0,10
S0158,Q6,5,10
S0158,Q7,8,10
S0158,Q8,6,10
S0158,Q9,3,10
S0158,Q10,4,10
S0159,Q1,3,10
S0159,Q2,2,10
S0159,Q3,1,10
S0159,Q4,4,10
S0159,Q5,7,10
S0159,Q6,2,10
S0159,Q7,4,10
S0159,Q8,7,10
S0159,Q9,8,10
S0159,Q10,3,10
S0160,Q1,5,10
S0160,Q2,6,10
S0160,Q3,4,10
S0160,Q4,7,10
S0160,Q5,5,10
S0160,Q6,2,10
S0160,Q7,3,10
S0160,Q8,4,10
S0160,Q9,9,10
S0160,Q10,3,10
S0161,Q1,5,10
S0161,Q2,2,10
S0161,Q3,4,10
S0161,Q4,6,10
S0161,Q5,9,10
S0161,Q6,2,10
S0161,Q7,3,10
S0161,Q8,6,10
S0161,Q9,4,10
S0161,Q10,7,10
S0162,Q1,6,10
S0162,Q2,4,10
S0162,Q3,9,10
S0162,Q4,3,10
S0162,Q5,4,10
S0162,Q6,2,10
S0162,Q7,6,10
S0162,Q8,6,10
S0162,Q9,7,10
S0162,Q10,3,10
S0163,Q1,2,10
S0163,Q2,7,10
S0163,Q3,2,10
S0163,Q4,2,10
S0163,Q5,4,10
S0163,Q6,7,10
S0163,Q7,4,10
S0163,Q8,3,10
S0163,Q9,3,10
S0163,Q10,2,10
S0164,Q1,5,10
S0164,Q2,2,10
S0164,Q3,4,10
S0164,Q4,6,10
S0164,Q5,9,10
S0164,Q6,4,10
S0164,Q7,9,10
S0164,Q8,0,10
S0164,Q9,3,10
S0164,Q10,5,10
S0165,Q1,5,10
S0165,Q2,3,10
S0165,Q3,3,10
S0165,Q4,3,10
S0165,Q5,3,10
S0165,Q6,3,10
S0165,Q7,7,10
S0165,Q8,5,10
S0165,Q9,7,10
S0165,Q10,5,10
S0166,Q1,3,10
S0166,Q2,2,10
S0166,Q3,4,10
S0166,Q4,2,10
S0166,Q5,2,10
S0166,Q6,7,10
S0166,Q7,8,10
S0166,Q8,8,10
S0166,Q9,7,10
S0166,Q10,4,10
S0167,Q1,4,10
S0167,Q2,2,10
S0167,Q3,4,10
S0167,Q4,9,10
S0167,Q5,7,10
S0167,Q6,2,10
S0167,Q7,8,10
S0167,Q8,4,10
S0167,Q9,0,10
S0167,Q10,8,10
S0168,Q1,7,10
S0168,Q2,8,10
S0168,Q3,3,10
S0168,Q4,4,10
S0168,Q5,4,10
S0168,Q6,0,10
S0168,Q7,6,10
S0168,Q8,9,10
S0168,Q9,1,10
S0168,Q10,3,10
S0169,Q1,0,10
S0169,Q2,8,10
S0169,Q3,3,10
S0169,Q4,3,10
S0169,Q5,7,10
S0169,Q6,2,10
S0169,Q7,7,10
S0169,Q8,1,10
S0169,Q9,2,10
S0169,Q10,2,10
S0170,Q1,3,10
S0170,Q2,0,10
S0170,Q3,3,10
S0170,Q4,2,10
S0170,Q5,2,10
S0170,Q6,8,10
S0170,Q7,3,10
S0170,Q8,9,10
S0170,Q9,8,10
S0170,Q10,3,10
S0171,Q1,3,10
S0171,Q2,6,10
S0171,Q3,2,10
S0171,Q4,6,10
S0171,Q5,5,10
S0171,Q6,4,10
S0171,Q7,3,10
S0171,Q8,3,10
S0171,Q9,6,10
S0171,Q10,2,10
S0172,Q1,1,10
S0172,Q2,3,10
S0172,Q3,4,10
S0172,Q4,4,10
S0172,Q5,5,10
S0172,Q6,7,10
S0172,Q7,8,10
S0172,Q8,8,10
S0172,Q9,2,10
S0172,Q10,6,10
S0173,Q1,2,10
S0173,Q2,6,10
S0173,Q3,3,10
S0173,Q4,3,10
S0173,Q5,7,10
S0173,Q6,3,10
S0173,Q7,5,10
S0173,Q8,1,10
S0173,Q9,6,10
S0173,Q10,3,10
S0174,Q1,4,10
S0174,Q2,1,10
S0174,Q3,2,10
S0174,Q4,4,10
S0174,Q5,5,10
S0174,Q6,3,10
S0174,Q7,3,10
S0174,Q8,2,10
S0174,Q9,7,10
S0174,Q10,6,10
S0175,Q1,7,10
S0175,Q2,3,10
S0175,Q3,5,10
S0175,Q4,4,10
S0175,Q5,0,10
S0175,Q6,5,10
S0175,Q7,4,10
S0175,Q8,3,10
S0175,Q9,4,10
S0175,Q10,4,10
S0176,Q1,4,10
S0176,Q2,3,10
S0176,Q3,1,10
S0176,Q4,3,10
S0176,Q5,1,10
S0176,Q6,4,10
S0176,Q7,2,10
S0176,Q8,4,10
S0176,Q9,7,10
S0176,Q10,3,10
S0177,Q1,4,10
S0177,Q2,2,10
S0177,Q3,3,10
S0177,Q4,1,10
S0177,Q5,6,10
S0177,Q6,5,10
S0177,Q7,4,10
S0177,Q8,2,10
S0177,Q9,7,10
S0177,Q10,7,10
S0178,Q1,6,10
S0178,Q2,9,10
S0178,Q3,5,10
S0178,Q4,2,10
S0178,Q5,9,10
S0178,Q6,0,10
S0178,Q7,4,10
S0178,Q8,3,10
S0178,Q9,8,10
S0178,Q10,7,10
S0179,Q1,2,10
S0179,Q2,1,10
S0179,Q3,2,10
S0179,Q4,5,10
S0179,Q5,7,10
S0179,Q6,6,10
S0179,Q7,5,10
S0179,Q8,5,10
S0179,Q9,9,10
S0179,Q10,2,10
S0180,Q1,2,10
S0180,Q2,2,10
S0180,Q3,3,10
S0180,Q4,2,10
S0180,Q5,5,10
S0180,Q6,4,10
S0180,Q7,4,10
S0180,Q8,4,10
S0180,Q9,1,10
S0180,Q10,3,10
S0181,Q1,4,10
S0181,Q2,1,10
S0181,Q3,6,10
S0181,Q4,3,10
S0181,Q5,2,10
S0181,Q6,3,10
S0181,Q7,3,10
S0181,Q8,2,10
S0181,Q9,7,10
S0181,Q10,0,10
S0182,Q1,8,10
S0182,Q2,0,10
S0182,Q3,2,10
S0182,Q4,3,10
S0182,Q5,5,10
S0182,Q6,6,10
S0182,Q7,3,10
S0182,Q8,5,10
S0182,Q9,3,10
S0182,Q10,8,10
S0183,Q1,7,10
S0183,Q2,1,10
S0183,Q3,5,10
S0183,Q4,8,10
S0183,Q5,2,10
S0183,Q6,9,10
S0183,Q7,2,10
S0183,Q8,3,10
S0183,Q9,3,10
S0183,Q10,4,10
S0184,Q1,1,10
S0184,Q2,6,10
S0184,Q3,5,10
S0184,Q4,5,10
S0184,Q5,5,10
S0184,Q6,9,10
S0184,Q7,2,10
S0184,Q8,1,10
S0184,Q9,7,10
S0184,Q10,2,10
S0185,Q1,6,10
S0185,Q2,3,10
S0185,Q3,4,10
S0185,Q4,2,10
S0185,Q5,6,10
S0185,Q6,6,10
S0185,Q7,7,10
S0185,Q8,3,10
S0185,Q9,2,10
S0185,Q10,8,10
S0186,Q1,7,10
S0186,Q2,7,10
S0186,Q3,3,10
S0186,Q4,6,10
S0186,Q5,7,10
S0186,Q6,6,10
S0186,Q7,2,10
S0186,Q8,5,10
S0186,Q9,5,10
S0186,Q10,6,10
S0187,Q1,5,10
S0187,Q2,7,10
S0187,Q3,4,10
S0187,Q4,0,10
S0187,Q5,9,10
S0187,Q6,1,10
S0187,Q7,0,10
S0187,Q8,6,10
S0187,Q9,8,10
S0187,Q10,8,10
S0188,Q1,8,10
S0188,Q2,1,10
S0188,Q3,3,10
S0188,Q4,5,10
S0188,Q5,1,10
S0188,Q6,4,10
S0188,Q7,6,10
S0188,Q8,3,10
S0188,Q9,3,10
S0188,Q10,3,10
S0189,Q1,3,10
S0189,Q2,2,10
S0189,Q3,5,10
S0189,Q4,6,10
S0189,Q5,4,10
S0189,Q6,8,10
S0189,Q7,6,10
S0189,Q8,4,10
S0189,Q9,0,10
S0189,Q10,3,10
S0190,Q1,1,10
S0190,Q2,4,10
S0190,Q3,4,10
S0190,Q4,5,10
S0190,Q5,7,10
S0190,Q6,7,10
S0190,Q7,5,10
S0190,Q8,0,10
S0190,Q9,4,10
S0190,Q10,6,10
S0191,Q1,5,10
S0191,Q2,6,10
S0191,Q3,5,10
S0191,Q4,6,10
S0191,Q5,8,10
S0191,Q6,6,10
S0191,Q7,6,10
S0191,Q8,0,10
S0191,Q9,4,10
S0191,Q10,7,10
S0192,Q1,3,10
S0192,Q2,6,10
S0192,Q3,8,10
S0192,Q4,7,10
S0192,Q5,7,10
S0192,Q6,7,10
S0192,Q7,2,10
S0192,Q8,2,10
S0192,Q9,1,10
S0192,Q10,0,10
S0193,Q1,5,10
S0193,Q2,6,10
S0193,Q3,3,10
S0193,Q4,6,10
S0193,Q5,3,10
S0193,Q6,6,10
S0193,Q7,7,10
S0193,Q8,5,10
S0193,Q9,0,10
S0193,Q10,1,10
S0194,Q1,5,10
S0194,Q2,5,10
S0194,Q3,2,10
S0194,Q4,3,10
S0194,Q5,7,10
S0194,Q6,2,10
S0194,Q7,4,10
S0194,Q8,1,10
S0194,Q9,4,10
S0194,Q10,3,10
S0195,Q1,2,10
S0195,Q2,3,10
S0195,Q3,4,10
S0195,Q4,4,10
S0195,Q5,6,10
S0195,Q6,2,10
S0195,Q7,0,10
S0195,Q8,0,10
S0195,Q9,1,10
S0195,Q10,1,10
S0196,Q1,5,10
S0196,Q2,6,10
S0196,Q3,7,10
S0196,Q4,5,10
S0196,Q5,0,10
S0196,Q6,4,10
S0196,Q7,1,10
S0196,Q8,6,10
S0196,Q9,2,10
S0196,Q10,1,10
S0197,Q1,4,10
S0197,Q2,8,10
S0197,Q3,7,10
S0197,Q4,2,10
S0197,Q5,2,10
S0197,Q6,1,10
S0197,Q7,3,10
S0197,Q8,8,10
S0197,Q9,3,10
S0197,Q10,6,10
S0198,Q1,2,10
S0198,Q2,4,10
S0198,Q3,6,10
S0198,Q4,3,10
S0198,Q5,7,10
S0198,Q6,9,10
S0198,Q7,3,10
S0198,Q8,0,10
S0198,Q9,5,10
S0198,Q10,6,10
S0199,Q1,4,10
S0199,Q2,4,10
S0199,Q3,5,10
S0199,Q4,4,10
S0199,Q5,7,10
S0199,Q6,8,10
S0199,Q7,5,10
S0199,Q8,1,10
S0199,Q9,6,10
S0199,Q10,3,10
S0200,Q1,5,10
S0200,Q2,0,10
S0200,Q3,7,10
S0200,Q4,6,10
S0200,Q5,8,10
S0200,Q6,6,10
S0200,Q7,0,10
S0200,Q8,3,10
S0200,Q9,5,10
S0200,Q10,5,10
S0201,Q1,7,10
S0201,Q2,5,10
S0201,Q3,1,10
S0201,Q4,0,10
S0201,Q5,1,10
S0201,Q6,1,10
S0201,Q7,2,10
S0201,Q8,8,10
S0201,Q9,7,10
S0201,Q10,2,10
S0202,Q1,5,10
S0202,Q2,2,10
S0202,Q3,3,10
S0202,Q4,6,10
S0202,Q5,6,10
S0202,Q6,8,10
S0202,Q7,3,10
S0202,Q8,8,10
S0202,Q9,5,10
S0202,Q10,5,10
S0203,Q1,4,10
S0203,Q2,9,10
S0203,Q3,8,10
S0203,Q4,6,10
S0203,Q5,0,10
S0203,Q6,2,10
S0203,Q7,3,10
S0203,Q8,2,10
S0203,Q9,4,10
S0203,Q10,5,10
S0204,Q1,6,10
S0204,Q2,4,10
S0204,Q3,2,10
S0204,Q4,6,10
S0204,Q5,5,10
S0204,Q6,8,10
S0204,Q7,5,10
S0204,Q8,4,10
S0204,Q9,6,10
S0204,Q10,0,10
S0205,Q1,3,10
S0205,Q2,7,10
S0205,Q3,5,10
S0205,Q4,3,10
S0205,Q5,0,10
S0205,Q6,5,10
S0205,Q7,6,10
S0205,Q8,8,10
S0205,Q9,3,10
S0205,Q10,7,10
S0206,Q1,9,10
S0206,Q2,6,10
S0206,Q3,4,10
S0206,Q4,4,10
S0206,Q5,3,10
S0206,Q6,4,10
S0206,Q7,6,10
S0206,Q8,1,10
S0206,Q9,2,10
S0206,Q10,0,10
S0207,Q1,5,10
S0207,Q2,6,10
S0207,Q3,2,10
S0207,Q4,7,10
S0207,Q5,6,10
S0207,Q6,2,10
S0207,Q7,3,10
S0207,Q8,8,10
S0207,Q9,7,10
S0207,Q10,5,10
S0208,Q1,2,10
S0208,Q2,2,10
S0208,Q3,4,10
S0208,Q4,2,10
S0208,Q5,5,10
S0208,Q6,6,10
S0208,Q7,2,10
S0208,Q8,7,10
S0208,Q9,7,10
S0208,Q10,3,10
S0209,Q1,2,10
S0209,Q2,2,10
S0209,Q3,8,10
S0209,Q4,6,10
S0209,Q5,4,10
S0209,Q6,2,10
S0209,Q7,6,10
S0209,Q8,1,10
S0209,Q9,3,10
S0209,Q10,5,10
S0210,Q1,3,10
S0210,Q2,6,10
S0210,Q3,1,10
S0210,Q4,8,10
S0210,Q5,9,10
S0210,Q6,3,10
S0210,Q7,8,10
S0210,Q8,2,10
S0210,Q9,7,10
S0210,Q10,7,10
S0211,Q1,1,10
S0211,Q2,7,10
S0211,Q3,2,10
S0211,Q4,4,10
S0211,Q5,2,10
S0211,Q6,6,10
S0211,Q7,5,10
S0211,Q8,2,10
S0211,Q9,5,10
S0211,Q10,8,10
S0212,Q1,4,10
S0212,Q2,6,10
S0212,Q3,1,10
S0212,Q4,6,10
S0212,Q5,9,10
S0212,Q6,9,10
S0212,Q7,1,10
S0212,Q8,7,10
S0212,Q9,5,10
S0212,Q10,2,10
S0213,Q1,7,10
S0213,Q2,7,10
S0213,Q3,0,10
S0213,Q4,4,10
S0213,Q5,0,10
S0213,Q6,5,10
S0213,Q7,8,10
S0213,Q8,8,10
S0213,Q9,3,10
S0213,Q10,3,10
S0214,Q1,3,10
S0214,Q2,1,10
S0214,Q3,5,10
S0214,Q4,3,10
S0214,Q5,3,10
S0214,Q6,3,10
S0214,Q7,7,10
S0214,Q8,6,10
S0214,Q9,2,10
S0214,Q10,3,10
S0215,Q1,5,10
S0215,Q2,2,10
S0215,Q3,7,10
S0215,Q4,6,10
S0215,Q5,1,10
S0215,Q6,2,10
S0215,Q7,7,10
S0215,Q8,3,10
S0215,Q9,3,10
S0215,Q10,2,10
S0216,Q1,7,10
S0216,Q2,6,10
S0216,Q3,8,10
S0216,Q4,3,10
S0216,Q5,3,10
S0216,Q6,4,10
S0216,Q7,4,10
S0216,Q8,2,10
S0216,Q9,3,10
S0216,Q10,2,10
S0217,Q1,6,10
S0217,Q2,5,10
S0217,Q3,8,10
S0217,Q4,8,10
S0217,Q5,4,10
S0217,Q6,2,10
S0217,Q7,1,10
S0217,Q8,5,10
S0217,Q9,6,10
S0217,Q10,2,10
S0218,Q1,4,10
S0218,Q2,3,10
S0218,Q3,3,10
S0218,Q4,4,10
S0218,Q5,7,10
S0218,Q6,6,10
S0218,Q7,1,10
S0218,Q8,0,10
S0218,Q9,6,10
S0218,Q10,6,10
S0219,Q1,4,10
S0219,Q2,3,10
S0219,Q3,7,10
S0219,Q4,7,10
S0219,Q5,4,10
S0219,Q6,3,10
S0219,Q7,2,10
S0219,Q8,9,10
S0219,Q9,7,10
S0219,Q10,3,10
S0220,Q1,3,10
S0220,Q2,3,10
S0220,Q3,3,10
S0220,Q4,2,10
S0220,Q5,7,10
S0220,Q6,2,10
S0220,Q7,8,10
S0220,Q8,1,10
S0220,Q9,8,10
S0220,Q10,3,10
S0221,Q1,9,10
S0221,Q2,5,10
S0221,Q3,8,10
S0221,Q4,4,10
S0221,Q5,4,10
S0221,Q6,3,10
S0221,Q7,4,10
S0221,Q8,5,10
S0221,Q9,1,10
S0221,Q10,4,10
S0222,Q1,2,10
S0222,Q2,4,10
S0222,Q3,3,10
S0222,Q4,5,10
S0222,Q5,8,10
S0222,Q6,5,10
S0222,Q7,1,10
S0222,Q8,1,10
S0222,Q9,2,10
S0222,Q10,8,10
S0223,Q1,3,10
S0223,Q2,7,10
S0223,Q3,8,10
S0223,Q4,5,10
S0223,Q5,2,10
S0223,Q6,4,10
S0223,Q7,4,10
S0223,Q8,3,10
S0223,Q9,9,10
S0223,Q10,2,10
S0224,Q1,7,10
S0224,Q2,1,10
S0224,Q3,3,10
S0224,Q4,6,10
S0224,Q5,4,10
S0224,Q6,4,10
S0224,Q7,2,10
S0224,Q8,7,10
S0224,Q9,1,10
S0224,Q10,9,10
S0225,Q1,0,10
S0225,Q2,5,10
S0225,Q3,5,10
S0225,Q4,5,10
S0225,Q5,4,10
S0225,Q6,2,10
S0225,Q7,5,10
S0225,Q8,2,10
S0225,Q9,4,10
S0225,Q10,7,10
S0226,Q1,5,10
S0226,Q2,0,10
S0226,Q3,1,10
S0226,Q4,1,10
S0226,Q5,1,10
S0226,Q6,7,10
S0226,Q7,1,10
S0226,Q8,6,10
S0226,Q9,8,10
S0226,Q10,2,10
S0227,Q1,4,10
S0227,Q2,2,10
S0227,Q3,2,10
S0227,Q4,1,10
S0227,Q5,2,10
S0227,Q6,5,10
S0227,Q7,7,10
S0227,Q8,3,10
S0227,Q9,3,10
S0227,Q10,6,10
S0228,Q1,1,10
S0228,Q2,6,10
S0228,Q3,2,10
S0228,Q4,6,10
S0228,Q5,3,10
S0228,Q6,5,10
S0228,Q7,7,10
S0228,Q8,8,10
S0228,Q9,4,10
S0228,Q10,3,10
S0229,Q1,3,10
S0229,Q2,7,10
S0229,Q3,8,10
S0229,Q4,7,10
S0229,Q5,6,10
S0229,Q6,2,10
S0229,Q7,7,10
S0229,Q8,6,10
S0229,Q9,3,10
S0229,Q10,4,10
S0230,Q1,7,10
S0230,Q2,6,10
S0230,Q3,6,10
S0230,Q4,8,10
S0230,Q5,2,10
S0230,Q6,5,10
S0230,Q7,7,10
S0230,Q8,3,10
S0230,Q9,4,10
S0230,Q10,5,10
S0231,Q1,4,10
S0231,Q2,2,10
S0231,Q3,6,10
S0231,Q4,6,10
S0231,Q5,8,10
S0231,Q6,5,10
S0231,Q7,2,10
S0231,Q8,4,10
S0231,Q9,8,10
S0231,Q10,1,10
S0232,Q1,5,10
S0232,Q2,5,10
S0232,Q3,2,10
S0232,Q4,5,10
S0232,Q5,2,10
S0232,Q6,8,10
S0232,Q7,5,10
S0232,Q8,3,10
S0232,Q9,3,10
S0232,Q10,2,10
S0233,Q1,3,10
S0233,Q2,7,10
S0233,Q3,3,10
S0233,Q4,4,10
S0233,Q5,9,10
S0233,Q6,2,10
S0233,Q7,2,10
S0233,Q8,3,10
